date,id,England,Wales,Scotland,Northern Ireland,Variant,Event England,Direction England,Icon England,Event Wales,Direction Wales,Icon Wales,Event Scotland,Direction Scotland,Icon Scotland,Event Northern Ireland,Direction Northern Ireland,Icon Northern Ireland,Event vaccine programme,Direction vaccine programme,Icon vaccine programme
2/4/22,705,21.3,24.4,19.1,32.8,Omicron BA.2,,,,,,,,,,,,,,,
2/5/22,706,20.5,23.7,18.1,33.9,Omicron BA.2,,,,,,,,,,,,,,,
2/6/22,707,20.4,23.3,17.5,35.1,Omicron BA.2,,,,,,,,,,,,,,,
2/7/22,708,20.7,23.4,17.5,35.3,Omicron BA.2,,,,,,,,,,,,,,,
2/8/22,709,20.3,23.5,17.4,35.1,Omicron BA.2,,,,,,,,,,,,,,,
2/9/22,710,19.6,22.8,17.1,35.2,Omicron BA.2,,,,,,,,,,,,,,,
2/10/22,711,19,21.8,16.5,35.4,Omicron BA.2,,,,,,,,,,,,,,,
2/11/22,712,18.3,20.5,16.5,35,Omicron BA.2,,,,,,,,,,,,,,,
2/12/22,713,17.7,21.2,16,36.5,Omicron BA.2,,,,,,,,,,,,,,,
2/13/22,714,17.8,21.2,15.9,37.2,Omicron BA.2,,,,,,,,,,,,,,,
2/14/22,715,18.2,21.2,16.2,37,Omicron BA.2,,,,,,,,,,,,,,,
2/15/22,716,17.7,21.7,16.7,37.4,Omicron BA.2,,,,,,,,,,All covid regulations lifted and become guidance,open,lockdown,,,
2/16/22,717,17.3,17.7,16.7,37.4,Omicron BA.2,,,,,,,,,,,,,,,
2/17/22,718,17,18.3,17.3,37.6,Omicron BA.2,,,,Covid pass ends,open,hospitality,,,,,,,,,
2/18/22,719,16.4,17.3,17.6,36.8,Omicron BA.2,,,,,,,,,,,,,,,
2/19/22,720,16.2,18.9,18.1,37.5,Omicron BA.2,,,,,,,,,,,,,,,
2/20/22,721,16,18.9,18.5,39.1,Omicron BA.2,,,,,,,,,,,,,,,
2/21/22,722,16.3,18.4,19.2,39,Omicron BA.2,,,,,,,,,,,,,,,
2/22/22,723,15.8,18.8,19.4,37.5,Omicron BA.2,,,,,,,,,,,,,,,
2/23/22,724,15.7,18.9,20,37.4,Omicron BA.2,,,,,,,,,,,,,,,
2/24/22,725,15.3,18.8,19,36.7,Omicron BA.2,,,,,,,,,,,,,,,
2/25/22,726,15,18.6,20,35,Omicron BA.2,,,,,,,,,,,,,,,
2/26/22,727,14.5,17.1,21,35.7,Omicron BA.2,,,,,,,,,,,,,,,
2/27/22,728,14.7,17.4,21.6,36,Omicron BA.2,,,,,,,,,,,,,,,
2/28/22,729,15.1,18.2,21.5,34.7,Omicron BA.2,,,,Mask rules in most settings end,open,masks,Masks no longer required in secondary schools; vaccine certificates no longer required,open,masks,,,,,,
3/1/22,730,15,18.3,21.8,34.4,Omicron BA.2,,,,,,,,,,,,,,,
3/2/22,731,14.9,17.3,22.4,34.8,Omicron BA.2,,,,,,,,,,,,,,,
3/3/22,732,14.5,17.2,23.3,35,Omicron BA.2,,,,,,,,,,,,,,,
3/4/22,733,14.9,17.5,23.2,34.9,Omicron BA.2,,,,,,,,,,,,,,,
3/5/22,734,14.9,17.4,23.1,35.1,Omicron BA.2,,,,,,,,,,,,,,,
3/6/22,735,15,17.2,23.9,35.7,Omicron BA.2,,,,,,,,,,,,,,,
3/7/22,736,15.8,17.6,24.9,34.9,Omicron BA.2,,,,,,,,,,,,,,,
3/8/22,737,16.2,17.1,26.3,35.2,Omicron BA.2,,,,,,,,,,,,,,,
3/9/22,738,16.2,18.8,27.6,35.4,Omicron BA.2,,,,,,,,,,,,,,,
3/10/22,739,16.3,18.9,29.9,34.6,Omicron BA.2,,,,,,,,,,,,,,,
3/11/22,740,16.6,19.5,30.4,34.4,Omicron BA.2,,,,,,,,,,,,,,,
3/12/22,741,17,20,30.9,35.5,Omicron BA.2,,,,,,,,,,,,,,,
3/13/22,742,17.5,20.7,31.6,37,Omicron BA.2,,,,,,,,,,,,,,,
3/14/22,743,18.7,20.9,33,37.1,Omicron BA.2,,,,,,,,,,,,,,,
3/15/22,744,19.2,21.8,36.5,36.6,Omicron BA.2,,,,,,,,,,,,,,,
3/16/22,745,19.5,23.3,36.6,35.7,Omicron BA.2,,,,,,,,,,,,,,,
3/17/22,746,20.1,25.2,37.3,36.4,Omicron BA.2,,,,,,,,,,,,,,,
3/18/22,747,20.5,25.4,37.5,34.7,Omicron BA.2,,,,,,,,,,,,,,,
3/19/22,748,20.6,24.8,38.3,34.9,Omicron BA.2,,,,,,,,,,,,,,,
3/20/22,749,21.3,26.3,37.7,35.6,Omicron BA.2,,,,,,,,,,,,,,,
3/21/22,750,22.6,27.5,38.9,35.6,Omicron BA.2,,,,,,,,,,,,,,,
3/22/22,751,23.1,28.8,40.6,34.7,Omicron BA.2,,,,,,,,,,,,,,,
3/23/22,752,23.4,29.4,41.3,34.3,Omicron BA.2,,,,,,,,,,,,,,,
3/24/22,753,24.1,31.2,42.5,34,Omicron BA.2,,,,,,,,,,,,,,,
3/25/22,754,24.5,32.1,42.6,32.6,Omicron BA.2,,,,,,,,,,,,,,,
3/26/22,755,24.4,31.9,42.2,32.6,Omicron BA.2,,,,,,,,,,,,,,,
3/27/22,756,25.6,33,42.3,33.3,Omicron BA.2,,,,,,,,,,,,,,,
3/28/22,757,26.8,33.4,43.2,33.3,Omicron BA.2,,,,Face coverings not a legal requirement on public transport,open,masks,,,,,,,,,
3/29/22,758,27.3,33.2,43.6,32.7,Omicron BA.2,,,,,,,,,,,,,,,
3/30/22,759,27.6,32.3,42.9,31.5,Omicron BA.2,,,,,,,,,,,,,,,
3/31/22,760,27.7,32.5,43.6,30.2,Omicron BA.2,,,,,,,,,,,,,,,
4/1/22,761,28.2,33.5,43.6,28.8,Omicron BA.2,,,,,,,,,,,,,,,
4/2/22,762,27.8,31.2,42.6,29.3,Omicron BA.2,,,,,,,,,,,,,,,
4/3/22,763,28.3,32,43.9,29.2,Omicron BA.2,,,,,,,,,,,,,,,
4/4/22,764,0,32.5,43.4,28,Omicron BA.2,,,,,,,,,,,,,,,
4/5/22,765,0,0,43.5,0,Omicron BA.2,,,,,,,,,,,,,,,
4/6/22,766,,,,,,,,,,,,,,,,,,,,
4/7/22,767,,,,,,,,,,,,,,,,,,,,
4/8/22,768,,,,,,,,,,,,,,,,,,,,
4/9/22,769,,,,,,,,,,,,,,,,,,,,
4/10/22,770,,,,,,,,,,,,,,,,,,,,
4/11/22,771,,,,,,,,,,,,,,,,,,,,
4/12/22,772,,,,,,,,,,,,,,,,,,,,
4/13/22,773,,,,,,,,,,,,,,,,,,,,
4/14/22,774,,,,,,,,,,,,,,,,,,,,
4/15/22,775,,,,,,,,,,,,,,,,,,,,
4/16/22,776,,,,,,,,,,,,,,,,,,,,
4/17/22,777,,,,,,,,,,,,,,,,,,,,
4/18/22,778,,,,,,,,,,,,Legal requirement for face coverings on public transport and other settings lifted,open,masks,,,,,,
